1,F,1995,2018005,230107
1,F,1989,2018006,330106
1,F,2003,2018004,330182
2,F,2003,2018004,330185
1,F,2003,2018004,330185
1,F,2002,2018004,330185
2,F,2003,2018004,330523
2,F,2001,2018004,330824
5,F,1999,2018004,331022
6,F,2002,2018004,331023
1,F,1972,2018010,340825
1,F,1995,2018005,341181
4,F,1989,2018006,341221
1,F,1968,2018011,341282
1,F,2001,2018004,360428
1,F,1996,2018005,370702
1,F,1986,2018007,410423
1,F,2001,2018004,411323
1,F,1977,2018009,411329
1,F,1987,2018007,411381
2,F,1998,2018005,411423
1,F,1996,2018005,411424
1,F,1998,2018005,411524
1,F,1996,2018005,411524
1,F,1995,2018005,411527
1,F,1991,2018006,411527
1,F,1996,2018005,420921
2,F,2002,2018004,421127
1,F,1987,2018007,422823
1,F,1963,2018012,429006
1,F,1997,2018005,431230
1,F,1989,2018006,450881
1,F,1997,2018005,500233
1,F,1988,2018007,500235
1,F,1996,2018005,522426
5,F,1980,2018008,522624
6,F,1996,2018005,522723
1,F,1992,2018006,610526
1,F,1997,2018005,622627
1,F,2002,2018004,372930
1,F,2001,2018004,362322
2,F,2001,2018004,330184
1,F,1998,2018005,342422
4,F,1998,2018005,622726
1,F,1997,2018005,412823
1,F,1997,2018005,360312
2,F,1997,2018005,452226
1,F,1995,2018005,622102
4,F,1993,2018006,622429
1,F,1992,2018006,413026
1,F,1989,2018006,622429
1,F,1989,2018006,412722
1,F,1988,2018007,412726
2,F,1988,2018007,412721
1,F,1986,2018007,412728
1,F,1982,2018008,513022
1,F,1978,2018009,372925
1,F,1976,2018009,342130
1,F,1972,2018010,532101
2,F,1968,2018011,342524
1,F,1963,2018012,413028
1,F,1958,2018013,652423
6,F,1950,2018014,360311
1,F,1991,2018006,130185
1,F,1997,2018005,220102
1,F,1989,2018006,220122
1,F,1992,2018006,222406
2,F,1991,2018006,230231
1,F,1995,2018005,230404
1,F,1997,2018005,320925
1,F,1991,2018006,321283
1,F,1998,2018005,330122
5,F,1976,2018009,330122
1,F,2001,2018004,330127
4,F,2003,2018004,330182
1,F,1984,2018007,330183
1,F,1998,2018005,330324
1,F,1995,2018005,330683
4,F,2001,2018004,330727
1,F,1989,2018006,340826
1,F,1995,2018005,340827
1,F,1991,2018006,341204
2,F,2002,2018004,341221
2,F,1996,2018005,341221
1,F,1997,2018005,342224
2,F,1994,2018005,341622
1,F,1993,2018006,341622
1,F,1994,2018005,370830
1,F,1976,2018009,371324
1,F,1974,2018009,410928
1,F,1982,2018008,411322
1,F,1997,2018005,411325
2,F,2001,2018004,411328
1,F,1980,2018008,420821
1,F,1991,2018006,421024
1,F,1993,2018006,421127
1,F,1995,2018005,421381
1,F,1983,2018008,429006
6,F,1986,2018007,430521
1,F,1997,2018005,430581
1,F,1997,2018005,431224
2,F,1980,2018008,433124
1,F,1987,2018007,433130
1,F,2002,2018004,450327
1,F,2000,2018004,513436
1,F,1979,2018008,520203
5,F,2000,2018004,520221
1,F,1995,2018005,520221
1,F,1991,2018006,522628
2,F,1999,2018004,532301
1,F,1996,2018005,610124
1,F,1994,2018005,622627
2,F,2002,2018004,339005
1,F,2002,2018004,330184
1,F,2002,2018004,362424
5,F,2002,2018004,532124
2,F,2001,2018004,362329
1,F,2000,2018004,362425
2,F,1999,2018004,422325
1,F,1998,2018005,362322
1,F,1995,2018005,413026
1,F,1995,2018005,339005
1,F,1995,2018005,412829
1,F,1995,2018005,412723
1,F,1994,2018005,422129
1,F,1994,2018005,341227
1,F,1994,2018005,342422
1,F,1994,2018005,412702
1,F,1992,2018006,362329
1,F,1992,2018006,413026
5,F,1991,2018006,622726
1,F,1991,2018006,412727
1,F,1990,2018006,342201
1,F,1989,2018006,413026
1,F,1989,2018006,320882
1,F,1986,2018007,362330
1,F,1982,2018008,522528
1,F,1981,2018008,342125
5,F,1979,2018008,362228
1,F,1977,2018009,512922
2,F,1976,2018009,413024
1,F,1973,2018010,513022
1,F,1973,2018010,432622
1,F,1973,2018010,511023
1,F,1968,2018011,622701
1,F,1968,2018011,413027
1,F,1965,2018011,532201
2,F,1955,2018013,330126
2,F,1933,2018018,330124
1,F,1995,2018005,130105
1,F,1991,2018006,130930
1,F,1996,2018005,131122
1,F,1996,2018005,140824
1,F,1992,2018006,210202
1,F,1996,2018005,210521
1,F,1998,2018005,220422
5,F,1994,2018005,230103
1,F,1991,2018006,320322
1,F,1996,2018005,320721
1,F,1997,2018005,320902
1,F,2005,2018003,330110
1,F,2002,2018004,330122
2,F,1997,2018005,330127
5,F,1987,2018007,330182
2,F,2001,2018004,330183
1,F,1999,2018004,330683
2,F,1996,2018005,330824
5,F,1998,2018005,331081
1,F,1996,2018005,340123
4,F,1997,2018005,340824
1,F,1984,2018007,340825
1,F,1994,2018005,341022
2,F,1983,2018008,341202
1,F,1991,2018006,341221
1,F,1995,2018005,341222
2,F,1993,2018006,342224
1,F,2000,2018004,341621
1,F,1996,2018005,341623
1,F,1974,2018009,360421
1,F,1996,2018005,360423
1,F,1987,2018007,360428
1,F,1991,2018006,370406
1,F,1999,2018004,371324
1,F,1997,2018005,410222
1,F,2002,2018004,410324
1,F,1995,2018005,410523
2,F,2001,2018004,410621
1,F,1992,2018006,410725
1,F,1989,2018006,410728
1,F,1999,2018004,411322
1,F,1992,2018006,411325
1,F,1982,2018008,411325
1,F,1991,2018006,411327
1,F,1983,2018008,411329
1,F,2003,2018004,411381
1,F,1990,2018006,411381
1,F,1988,2018007,411425
1,F,1999,2018004,411524
1,F,1987,2018007,421182
1,F,1986,2018007,421182
1,F,2001,2018004,430281
1,F,1995,2018005,430721
1,F,1999,2018004,431081
1,F,1996,2018005,500230
1,F,2006,2018003,500231
5,F,1996,2018005,500233
4,F,1994,2018005,500381
1,F,1974,2018009,511124
2,F,1992,2018006,513432
1,F,1999,2018004,520181
1,F,2000,2018004,522428
2,F,2000,2018004,522428
1,F,2002,2018004,522627
6,F,1993,2018006,522627
1,F,1975,2018009,522631
2,F,2003,2018004,522730
1,F,1983,2018008,530325
1,F,1988,2018007,622627
1,F,2002,2018004,330181
2,F,2002,2018004,330184
1,F,2001,2018004,412728
1,F,2000,2018004,362330
1,F,2000,2018004,339005
2,F,2000,2018004,452231
1,F,1999,2018004,362324
4,F,1998,2018005,412702
1,F,1998,2018005,622701
1,F,1997,2018005,622425
1,F,1997,2018005,612401
1,F,1996,2018005,362323
1,F,1996,2018005,522221
1,F,1993,2018006,622822
1,F,1991,2018006,412825
1,F,1990,2018006,341227
1,F,1989,2018006,452424
1,F,1988,2018007,412723
1,F,1986,2018007,622722
1,F,1982,2018008,412726
1,F,1976,2018009,320325
1,F,1976,2018009,341223
1,F,1974,2018009,372523
1,F,1974,2018009,412902
1,F,1970,2018010,433027
1,F,1970,2018010,413027
